"file_name","core_name","rdata_file_name","CLASSIFICATION","YEAR","Key","Type","Value"
"2. NPI/2.3 NPI_dentist_21.csv","dentist_21","3. df_geo/3.3 df_geo_dentist_21.RData","Dentist","2021","GENDER","F",473847
"2. NPI/2.3 NPI_dentist_21.csv","dentist_21","3. df_geo/3.3 df_geo_dentist_21.RData","Dentist","2021","GENDER","M",367573
"2. NPI/2.3 NPI_dentist_21.csv","dentist_21","3. df_geo/3.3 df_geo_dentist_21.RData","Dentist","2021","NPI_n","Count",956
"2. NPI/2.3 NPI_dentist_21.csv","dentist_21","3. df_geo/3.3 df_geo_dentist_21.RData","Dentist","2021","RACE","Black",95164
"2. NPI/2.3 NPI_dentist_21.csv","dentist_21","3. df_geo/3.3 df_geo_dentist_21.RData","Dentist","2021","RACE","Not Provided",105982
"2. NPI/2.3 NPI_dentist_21.csv","dentist_21","3. df_geo/3.3 df_geo_dentist_21.RData","Dentist","2021","RACE","Other",71762
"2. NPI/2.3 NPI_dentist_21.csv","dentist_21","3. df_geo/3.3 df_geo_dentist_21.RData","Dentist","2021","RACE","White",568512
"2. NPI/2.3 NPI_dentist_21.csv","dentist_21","3. df_geo/3.3 df_geo_dentist_21.RData","Dentist","2021","row_n","Count",2902285
"2. NPI/2.3 NPI_dentist_21.csv","dentist_21","3. df_geo/3.3 df_geo_dentist_21.RData","Dentist","2021","zip_add_combination_n","Count",37508
"2. NPI/2.3 NPI_dentist_21.csv","dentist_21","3. df_geo/3.3 df_geo_dentist_21.RData","Dentist","2021","ZIP_n","Count",1092
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","address_n","Count",719
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","00 - 04",89730
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","05 - 09",210323
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","10 - 14",176388
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","15 - 19",119343
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","20 - 24",45768
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","25 - 29",42144
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","30 - 34",42571
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","35 - 39",35418
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","40 - 44",30481
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","45 - 49",24067
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","50 - 54",22234
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","55 - 59",19736
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","AGE_RANGE_DFS","60 - 64",17055
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","BEN_ID_n","Count",436835
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","CLAIM_GUID_n","Count",875246
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Distance","1st Qu.",11.91
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Distance","3rd Qu.",66.85
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Distance","Max.",14106.29
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Distance","Mean",90.73
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Distance","Median",28.72
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Distance","Min.",0.03
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Distance","NA's",10411
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Duration","1st Qu.",14.16
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Duration","3rd Qu.",57.05
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Duration","Max.",9846.97
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Duration","Mean",69.91
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Duration","Median",28.51
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Duration","Min.",0.07
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","Duration","NA's",10411
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","GENDER","F",488621
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","GENDER","M",386637
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","NPI_n","Count",921
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","RACE","Black",99034
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","RACE","Not Provided",91244
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","RACE","Other",86636
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","RACE","White",598344
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","row_n","Count",3039106
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","zip_add_combination_n","Count",38426
"2. NPI/2.3 NPI_dentist_22.csv","dentist_22","3. df_geo/3.3 df_geo_dentist_22.RData","Dentist","2022","ZIP_n","Count",1123
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","address_n","Count",25
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","00 - 04",1394
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","05 - 09",1367
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","10 - 14",1263
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","15 - 19",1340
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","20 - 24",1564
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","25 - 29",2272
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","30 - 34",2455
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","35 - 39",2714
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","40 - 44",2462
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","45 - 49",2799
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","50 - 54",2360
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","55 - 59",2721
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","AGE_RANGE_DFS","60 - 64",2132
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","BEN_ID_n","Count",8760
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","CLAIM_GUID_n","Count",26842
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Distance","1st Qu.",8.88
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Distance","3rd Qu.",67.68
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Distance","Max.",3444.91
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Distance","Mean",53.83
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Distance","Median",27.15
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Distance","Min.",0.53
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Distance","NA's",647
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Duration","1st Qu.",9.78
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Duration","3rd Qu.",58.84
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Duration","Max.",2148.83
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Duration","Mean",44.81
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Duration","Median",26.3
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Duration","Min.",0.86
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","Duration","NA's",647
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","GENDER","F",15849
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","GENDER","M",10994
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","NPI_n","Count",27
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","RACE","Black",2350
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","RACE","Not Provided",3318
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","RACE","Other",341
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","RACE","White",20834
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","row_n","Count",43132
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","zip_add_combination_n","Count",917
"2. NPI/2.1 NPI_family_18.csv","family_18","3. df_geo/3.1 df_geo_family_18.RData","Family Medicine","2018","ZIP_n","Count",495
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","address_n","Count",23
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","00 - 04",1042
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","05 - 09",1063
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","10 - 14",1199
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","15 - 19",1140
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","20 - 24",1497
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","25 - 29",2709
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","30 - 34",3556
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","35 - 39",3692
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","40 - 44",2888
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","45 - 49",2592
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","50 - 54",2670
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","55 - 59",2543
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","AGE_RANGE_DFS","60 - 64",1921
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","BEN_ID_n","Count",7093
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","CLAIM_GUID_n","Count",28512
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Distance","1st Qu.",8.88
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Distance","3rd Qu.",52.25
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Distance","Max.",4405.27
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Distance","Mean",43.37
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Distance","Median",25.33
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Distance","Min.",0.53
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Distance","NA's",370
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Duration","1st Qu.",10.1
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Duration","3rd Qu.",49.42
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Duration","Max.",2951.98
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Duration","Mean",38.64
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Duration","Median",26.75
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Duration","Min.",0.86
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","Duration","NA's",370
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","GENDER","F",15989
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","GENDER","M",12523
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","NPI_n","Count",25
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","RACE","Black",2075
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","RACE","Not Provided",2956
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","RACE","Other",321
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","RACE","White",23160
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","row_n","Count",46174
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","zip_add_combination_n","Count",749
"2. NPI/2.1 NPI_family_19.csv","family_19","3. df_geo/3.1 df_geo_family_19.RData","Family Medicine","2019","ZIP_n","Count",414
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","address_n","Count",21
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","00 - 04",722
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","05 - 09",711
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","10 - 14",748
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","15 - 19",825
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","20 - 24",1170
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","25 - 29",1500
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","30 - 34",1732
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","35 - 39",2276
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","40 - 44",1986
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","45 - 49",1943
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","50 - 54",1696
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","55 - 59",1829
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","AGE_RANGE_DFS","60 - 64",1534
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","BEN_ID_n","Count",5766
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","CLAIM_GUID_n","Count",18671
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Distance","1st Qu.",9.5
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Distance","3rd Qu.",52.25
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Distance","Max.",2279.52
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Distance","Mean",39.62
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Distance","Median",27.45
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Distance","Min.",0.53
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Distance","NA's",156
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Duration","1st Qu.",12.01
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Duration","3rd Qu.",47.32
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Duration","Max.",1430.26
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Duration","Mean",36.19
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Duration","Median",26.6
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Duration","Min.",0.86
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","Duration","NA's",156
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","GENDER","F",10713
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","GENDER","M",7959
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","NPI_n","Count",23
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","RACE","Black",1252
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","RACE","Not Provided",2114
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","RACE","Other",226
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","RACE","White",15080
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","row_n","Count",30466
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","zip_add_combination_n","Count",699
"2. NPI/2.1 NPI_family_20.csv","family_20","3. df_geo/3.1 df_geo_family_20.RData","Family Medicine","2020","ZIP_n","Count",405
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","address_n","Count",23
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","00 - 04",674
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","05 - 09",721
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","10 - 14",876
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","15 - 19",936
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","20 - 24",1264
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","25 - 29",1447
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","30 - 34",1148
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","35 - 39",1426
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","40 - 44",1671
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","45 - 49",1398
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","50 - 54",1507
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","55 - 59",1433
"2. NPI/2.1 NPI_family_21.csv","family_21","3. df_geo/3.1 df_geo_family_21.RData","Family Medicine","2021","AGE_RANGE_DFS","60 - 64",1560
